hometeamname,awayteamname,season,winner_binary,home_teamscore,home_assists,home_reboundsdefensive,home_reboundsoffensive,home_reboundstotal,home_steals,home_blocks,home_turnovers,home_foulspersonal,home_fieldgoalsmade,home_fieldgoalsattempted,home_fieldgoalspercentage,home_threepointersmade,home_threepointersattempted,home_threepointerspercentage,home_freethrowsmade,home_freethrowsattempted,home_freethrowspercentage,home_plusminuspoints,away_teamscore,away_assists,away_reboundsdefensive,away_reboundsoffensive,away_reboundstotal,away_steals,away_blocks,away_turnovers,away_foulspersonal,away_fieldgoalsmade,away_fieldgoalsattempted,away_fieldgoalspercentage,away_threepointersmade,away_threepointersattempted,away_threepointerspercentage,away_freethrowsmade,away_freethrowsattempted,away_freethrowspercentage,away_plusminuspoints,home_number_of_picks,home_average_overall_pick,away_number_of_picks,away_average_overall_pick
Heat,Spurs,2004-2005,1,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,91.24,20.33,32.24,12.55,44.79,8.02,6.29,14.74,20.6,34.53,78.22,0.44,5.18,14.45,0.36,16.99,25.09,0.68,6.77,2.0,19.0,1.0,28.0
Bucks,Hawks,2004-2005,1,97.28,22.67,30.39,11.67,42.06,6.86,4.64,13.75,20.52,35.95,80.84,0.45,4.85,13.98,0.35,20.52,26.59,0.77,0.15,92.66,20.07,30.64,12.11,42.75,7.63,4.94,16.33,22.33,34.42,79.63,0.43,5.08,15.13,0.32,18.73,24.14,0.77,-4.41,3.0,28.666666666666668,2.0,29.0
Pistons,Wizards,2004-2005,1,89.64,20.47,30.65,12.47,43.12,8.17,6.93,15.33,20.86,33.08,76.92,0.43,4.07,12.18,0.33,19.39,26.01,0.75,5.95,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,3.0,28.333333333333332,2.0,24.0
76ers,Magic,2004-2005,1,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,94.02,19.24,28.62,12.14,40.76,6.76,3.79,13.68,21.36,35.38,82.35,0.43,5.19,15.13,0.34,18.07,24.5,0.74,-6.88,1.0,50.0,2.0,28.5
Kings,Mavericks,2004-2005,0,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,104.58,23.66,31.01,14.64,45.65,8.09,5.38,12.39,20.01,40.3,88.43,0.46,6.01,17.49,0.34,17.97,22.8,0.79,4.22,,,2.0,43.0
Jazz,Timberwolves,2004-2005,1,88.69,20.41,27.76,13.4,41.16,7.12,6.0,16.61,25.57,32.8,75.2,0.44,3.05,9.55,0.32,20.05,26.87,0.75,-0.89,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,2.0,33.0,2.0,40.5
Suns,SuperSonics,2004-2005,0,94.0,19.31,29.34,11.3,40.64,8.94,4.72,15.24,22.8,35.95,81.31,0.44,5.02,14.66,0.34,17.07,22.86,0.74,-3.52,97.13,21.73,28.35,11.01,39.36,8.08,4.77,14.43,21.84,35.78,80.3,0.45,8.83,23.65,0.37,16.73,21.92,0.76,-0.39,1.0,17.0,3.0,22.333333333333332
Cavaliers,Nuggets,2004-2005,0,92.88,22.07,32.1,13.55,45.64,7.19,6.57,14.94,21.45,35.62,82.18,0.44,3.02,9.57,0.32,18.62,24.85,0.75,-2.48,96.84,21.79,29.09,13.28,42.37,9.01,6.14,15.43,22.13,36.54,82.75,0.44,4.06,12.07,0.34,19.7,25.78,0.76,0.78,2.0,16.0,2.0,24.5
Grizzlies,Trail Blazers,2004-2005,1,96.2,22.97,28.91,12.63,41.54,9.78,6.8,15.03,23.43,35.93,80.78,0.45,5.36,15.86,0.34,18.98,26.1,0.73,1.78,90.89,21.57,28.89,12.66,41.55,7.59,5.37,14.76,19.0,35.39,78.81,0.45,4.63,13.36,0.34,15.49,21.24,0.73,-0.71,2.0,20.0,2.0,38.5
Hornets,Warriors,2004-2005,1,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,2.0,33.0,2.0,25.5
Celtics,Knicks,2004-2005,1,94.69,20.39,29.79,10.33,40.13,9.32,4.08,16.54,22.44,34.41,77.87,0.44,6.63,19.26,0.34,19.23,25.62,0.76,-2.31,91.54,20.6,30.71,11.63,42.34,7.54,4.74,15.79,23.41,34.87,79.45,0.44,4.9,13.67,0.35,16.9,21.38,0.79,-1.95,3.0,30.666666666666668,3.0,26.0
Nets,Spurs,2004-2005,0,90.14,24.0,30.44,10.54,40.98,8.66,4.11,15.35,21.7,33.95,77.2,0.44,4.57,14.03,0.32,17.66,23.59,0.74,3.24,91.24,20.33,32.24,12.55,44.79,8.02,6.29,14.74,20.6,34.53,78.22,0.44,5.18,14.45,0.36,16.99,25.09,0.68,6.77,2.0,36.5,1.0,28.0
Raptors,76ers,2004-2005,0,85.33,19.17,29.48,10.13,39.61,7.4,4.92,14.19,21.34,32.35,77.46,0.42,5.58,15.71,0.35,15.05,20.07,0.75,-2.92,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,2.0,28.0,1.0,50.0
Wizards,Clippers,2004-2005,1,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,94.61,20.07,29.46,14.1,43.55,7.28,4.63,16.45,22.18,34.33,80.31,0.43,4.01,12.47,0.32,21.95,28.01,0.79,-4.55,2.0,24.0,2.0,20.0
Bobcats,Heat,2004-2005,0,,,,,,,,,,,,,,,,,,,,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,,,2.0,19.0
Pacers,Rockets,2004-2005,0,90.47,20.92,30.03,11.6,41.63,8.84,5.2,14.22,21.22,32.97,76.53,0.43,5.53,15.92,0.34,18.67,24.69,0.75,6.09,89.25,18.91,32.27,10.33,42.6,6.75,5.24,16.91,21.76,33.16,75.31,0.44,6.13,17.0,0.36,16.8,21.88,0.77,0.8,1.0,49.0,1.0,44.0
SuperSonics,Kings,2004-2005,1,97.13,21.73,28.35,11.01,39.36,8.08,4.77,14.43,21.84,35.78,80.3,0.45,8.83,23.65,0.37,16.73,21.92,0.76,-0.39,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,3.0,22.333333333333332,,
Pistons,Lakers,2004-2005,1,89.64,20.47,30.65,12.47,43.12,8.17,6.93,15.33,20.86,33.08,76.92,0.43,4.07,12.18,0.33,19.39,26.01,0.75,5.95,96.07,23.52,30.73,11.78,42.51,8.11,4.54,13.64,21.49,36.11,79.95,0.45,4.56,13.99,0.32,19.3,28.52,0.68,3.51,3.0,28.333333333333332,2.0,28.0
Magic,Hawks,2004-2005,1,94.02,19.24,28.62,12.14,40.76,6.76,3.79,13.68,21.36,35.38,82.35,0.43,5.19,15.13,0.34,18.07,24.5,0.74,-6.88,92.66,20.07,30.64,12.11,42.75,7.63,4.94,16.33,22.33,34.42,79.63,0.43,5.08,15.13,0.32,18.73,24.14,0.77,-4.41,2.0,28.5,2.0,29.0
Trail Blazers,Hornets,2004-2005,0,90.89,21.57,28.89,12.66,41.55,7.59,5.37,14.76,19.0,35.39,78.81,0.45,4.63,13.36,0.34,15.49,21.24,0.73,-0.71,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,2.0,38.5,2.0,33.0
Rockets,Bulls,2004-2005,1,89.25,18.91,32.27,10.33,42.6,6.75,5.24,16.91,21.76,33.16,75.31,0.44,6.13,17.0,0.36,16.8,21.88,0.77,0.8,89.6,21.72,30.69,12.66,43.35,8.0,4.88,16.05,23.31,33.96,81.92,0.42,5.19,15.17,0.35,16.19,22.34,0.72,-6.33,1.0,44.0,4.0,35.25
Timberwolves,Nuggets,2004-2005,1,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,96.84,21.79,29.09,13.28,42.37,9.01,6.14,15.43,22.13,36.54,82.75,0.44,4.06,12.07,0.34,19.7,25.78,0.76,0.78,2.0,40.5,2.0,24.5
Nets,Lakers,2004-2005,0,90.14,24.0,30.44,10.54,40.98,8.66,4.11,15.35,21.7,33.95,77.2,0.44,4.57,14.03,0.32,17.66,23.59,0.74,3.24,96.07,23.52,30.73,11.78,42.51,8.11,4.54,13.64,21.49,36.11,79.95,0.45,4.56,13.99,0.32,19.3,28.52,0.68,3.51,2.0,36.5,2.0,28.0
Knicks,Heat,2004-2005,0,91.54,20.6,30.71,11.63,42.34,7.54,4.74,15.79,23.41,34.87,79.45,0.44,4.9,13.67,0.35,16.9,21.38,0.79,-1.95,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,3.0,26.0,2.0,19.0
Celtics,Clippers,2004-2005,1,94.69,20.39,29.79,10.33,40.13,9.32,4.08,16.54,22.44,34.41,77.87,0.44,6.63,19.26,0.34,19.23,25.62,0.76,-2.31,94.61,20.07,29.46,14.1,43.55,7.28,4.63,16.45,22.18,34.33,80.31,0.43,4.01,12.47,0.32,21.95,28.01,0.79,-4.55,3.0,30.666666666666668,2.0,20.0
Raptors,Bucks,2004-2005,0,85.33,19.17,29.48,10.13,39.61,7.4,4.92,14.19,21.34,32.35,77.46,0.42,5.58,15.71,0.35,15.05,20.07,0.75,-2.92,97.28,22.67,30.39,11.67,42.06,6.86,4.64,13.75,20.52,35.95,80.84,0.45,4.85,13.98,0.35,20.52,26.59,0.77,0.15,2.0,28.0,3.0,28.666666666666668
76ers,Grizzlies,2004-2005,0,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,96.2,22.97,28.91,12.63,41.54,9.78,6.8,15.03,23.43,35.93,80.78,0.45,5.36,15.86,0.34,18.98,26.1,0.73,1.78,1.0,50.0,2.0,20.0
Wizards,Spurs,2004-2005,1,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,91.24,20.33,32.24,12.55,44.79,8.02,6.29,14.74,20.6,34.53,78.22,0.44,5.18,14.45,0.36,16.99,25.09,0.68,6.77,2.0,24.0,1.0,28.0
Pacers,Bobcats,2004-2005,1,90.47,20.92,30.03,11.6,41.63,8.84,5.2,14.22,21.22,32.97,76.53,0.43,5.53,15.92,0.34,18.67,24.69,0.75,6.09,,,,,,,,,,,,,,,,,,,,1.0,49.0,,
Kings,Suns,2004-2005,0,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,94.0,19.31,29.34,11.3,40.64,8.94,4.72,15.24,22.8,35.95,81.31,0.44,5.02,14.66,0.34,17.07,22.86,0.74,-3.52,,,1.0,17.0
SuperSonics,Hornets,2004-2005,1,97.13,21.73,28.35,11.01,39.36,8.08,4.77,14.43,21.84,35.78,80.3,0.45,8.83,23.65,0.37,16.73,21.92,0.76,-0.39,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,3.0,22.333333333333332,2.0,33.0
Nuggets,Jazz,2004-2005,1,96.84,21.79,29.09,13.28,42.37,9.01,6.14,15.43,22.13,36.54,82.75,0.44,4.06,12.07,0.34,19.7,25.78,0.76,0.78,88.69,20.41,27.76,13.4,41.16,7.12,6.0,16.61,25.57,32.8,75.2,0.44,3.05,9.55,0.32,20.05,26.87,0.75,-0.89,2.0,24.5,2.0,33.0
Mavericks,Bulls,2004-2005,0,104.58,23.66,31.01,14.64,45.65,8.09,5.38,12.39,20.01,40.3,88.43,0.46,6.01,17.49,0.34,17.97,22.8,0.79,4.22,89.6,21.72,30.69,12.66,43.35,8.0,4.88,16.05,23.31,33.96,81.92,0.42,5.19,15.17,0.35,16.19,22.34,0.72,-6.33,2.0,43.0,4.0,35.25
Bucks,Celtics,2004-2005,1,97.28,22.67,30.39,11.67,42.06,6.86,4.64,13.75,20.52,35.95,80.84,0.45,4.85,13.98,0.35,20.52,26.59,0.77,0.15,94.69,20.39,29.79,10.33,40.13,9.32,4.08,16.54,22.44,34.41,77.87,0.44,6.63,19.26,0.34,19.23,25.62,0.76,-2.31,3.0,28.666666666666668,3.0,30.666666666666668
Grizzlies,Timberwolves,2004-2005,1,96.2,22.97,28.91,12.63,41.54,9.78,6.8,15.03,23.43,35.93,80.78,0.45,5.36,15.86,0.34,18.98,26.1,0.73,1.78,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,2.0,20.0,2.0,40.5
Bobcats,Spurs,2004-2005,0,,,,,,,,,,,,,,,,,,,,91.24,20.33,32.24,12.55,44.79,8.02,6.29,14.74,20.6,34.53,78.22,0.44,5.18,14.45,0.36,16.99,25.09,0.68,6.77,,,1.0,28.0
Magic,Warriors,2004-2005,0,94.02,19.24,28.62,12.14,40.76,6.76,3.79,13.68,21.36,35.38,82.35,0.43,5.19,15.13,0.34,18.07,24.5,0.74,-6.88,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,2.0,28.5,2.0,25.5
Cavaliers,Raptors,2004-2005,1,92.88,22.07,32.1,13.55,45.64,7.19,6.57,14.94,21.45,35.62,82.18,0.44,3.02,9.57,0.32,18.62,24.85,0.75,-2.48,85.33,19.17,29.48,10.13,39.61,7.4,4.92,14.19,21.34,32.35,77.46,0.42,5.58,15.71,0.35,15.05,20.07,0.75,-2.92,2.0,16.0,2.0,28.0
Jazz,Knicks,2004-2005,0,88.69,20.41,27.76,13.4,41.16,7.12,6.0,16.61,25.57,32.8,75.2,0.44,3.05,9.55,0.32,20.05,26.87,0.75,-0.89,91.54,20.6,30.71,11.63,42.34,7.54,4.74,15.79,23.41,34.87,79.45,0.44,4.9,13.67,0.35,16.9,21.38,0.79,-1.95,2.0,33.0,3.0,26.0
Nets,76ers,2004-2005,1,90.14,24.0,30.44,10.54,40.98,8.66,4.11,15.35,21.7,33.95,77.2,0.44,4.57,14.03,0.32,17.66,23.59,0.74,3.24,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,2.0,36.5,1.0,50.0
Hawks,Lakers,2004-2005,1,92.66,20.07,30.64,12.11,42.75,7.63,4.94,16.33,22.33,34.42,79.63,0.43,5.08,15.13,0.32,18.73,24.14,0.77,-4.41,96.07,23.52,30.73,11.78,42.51,8.11,4.54,13.64,21.49,36.11,79.95,0.45,4.56,13.99,0.32,19.3,28.52,0.68,3.51,2.0,29.0,2.0,28.0
Heat,Warriors,2004-2005,1,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,2.0,19.0,2.0,25.5
Wizards,Pacers,2004-2005,1,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,90.47,20.92,30.03,11.6,41.63,8.84,5.2,14.22,21.22,32.97,76.53,0.43,5.53,15.92,0.34,18.67,24.69,0.75,6.09,2.0,24.0,1.0,49.0
Rockets,Lakers,2004-2005,1,89.25,18.91,32.27,10.33,42.6,6.75,5.24,16.91,21.76,33.16,75.31,0.44,6.13,17.0,0.36,16.8,21.88,0.77,0.8,96.07,23.52,30.73,11.78,42.51,8.11,4.54,13.64,21.49,36.11,79.95,0.45,4.56,13.99,0.32,19.3,28.52,0.68,3.51,1.0,44.0,2.0,28.0
Raptors,Mavericks,2004-2005,0,85.33,19.17,29.48,10.13,39.61,7.4,4.92,14.19,21.34,32.35,77.46,0.42,5.58,15.71,0.35,15.05,20.07,0.75,-2.92,104.58,23.66,31.01,14.64,45.65,8.09,5.38,12.39,20.01,40.3,88.43,0.46,6.01,17.49,0.34,17.97,22.8,0.79,4.22,2.0,28.0,2.0,43.0
76ers,Clippers,2004-2005,1,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,94.61,20.07,29.46,14.1,43.55,7.28,4.63,16.45,22.18,34.33,80.31,0.43,4.01,12.47,0.32,21.95,28.01,0.79,-4.55,1.0,50.0,2.0,20.0
Timberwolves,Celtics,2004-2005,0,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,94.69,20.39,29.79,10.33,40.13,9.32,4.08,16.54,22.44,34.41,77.87,0.44,6.63,19.26,0.34,19.23,25.62,0.76,-2.31,2.0,40.5,3.0,30.666666666666668
Trail Blazers,Kings,2004-2005,1,90.89,21.57,28.89,12.66,41.55,7.59,5.37,14.76,19.0,35.39,78.81,0.45,4.63,13.36,0.34,15.49,21.24,0.73,-0.71,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,2.0,38.5,,
SuperSonics,Bobcats,2004-2005,1,97.13,21.73,28.35,11.01,39.36,8.08,4.77,14.43,21.84,35.78,80.3,0.45,8.83,23.65,0.37,16.73,21.92,0.76,-0.39,,,,,,,,,,,,,,,,,,,,3.0,22.333333333333332,,
Nuggets,Warriors,2004-2005,1,96.84,21.79,29.09,13.28,42.37,9.01,6.14,15.43,22.13,36.54,82.75,0.44,4.06,12.07,0.34,19.7,25.78,0.76,0.78,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,2.0,24.5,2.0,25.5
Jazz,Hornets,2004-2005,1,88.69,20.41,27.76,13.4,41.16,7.12,6.0,16.61,25.57,32.8,75.2,0.44,3.05,9.55,0.32,20.05,26.87,0.75,-0.89,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,2.0,33.0,2.0,33.0
Suns,Knicks,2004-2005,1,94.0,19.31,29.34,11.3,40.64,8.94,4.72,15.24,22.8,35.95,81.31,0.44,5.02,14.66,0.34,17.07,22.86,0.74,-3.52,91.54,20.6,30.71,11.63,42.34,7.54,4.74,15.79,23.41,34.87,79.45,0.44,4.9,13.67,0.35,16.9,21.38,0.79,-1.95,1.0,17.0,3.0,26.0
Heat,Bulls,2004-2005,1,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,89.6,21.72,30.69,12.66,43.35,8.0,4.88,16.05,23.31,33.96,81.92,0.42,5.19,15.17,0.35,16.19,22.34,0.72,-6.33,2.0,19.0,4.0,35.25
Cavaliers,Magic,2004-2005,1,92.88,22.07,32.1,13.55,45.64,7.19,6.57,14.94,21.45,35.62,82.18,0.44,3.02,9.57,0.32,18.62,24.85,0.75,-2.48,94.02,19.24,28.62,12.14,40.76,6.76,3.79,13.68,21.36,35.38,82.35,0.43,5.19,15.13,0.34,18.07,24.5,0.74,-6.88,2.0,16.0,2.0,28.5
Wizards,Bucks,2004-2005,1,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,97.28,22.67,30.39,11.67,42.06,6.86,4.64,13.75,20.52,35.95,80.84,0.45,4.85,13.98,0.35,20.52,26.59,0.77,0.15,2.0,24.0,3.0,28.666666666666668
Hawks,Pacers,2004-2005,0,92.66,20.07,30.64,12.11,42.75,7.63,4.94,16.33,22.33,34.42,79.63,0.43,5.08,15.13,0.32,18.73,24.14,0.77,-4.41,90.47,20.92,30.03,11.6,41.63,8.84,5.2,14.22,21.22,32.97,76.53,0.43,5.53,15.92,0.34,18.67,24.69,0.75,6.09,2.0,29.0,1.0,49.0
Nets,Pistons,2004-2005,1,90.14,24.0,30.44,10.54,40.98,8.66,4.11,15.35,21.7,33.95,77.2,0.44,4.57,14.03,0.32,17.66,23.59,0.74,3.24,89.64,20.47,30.65,12.47,43.12,8.17,6.93,15.33,20.86,33.08,76.92,0.43,4.07,12.18,0.33,19.39,26.01,0.75,5.95,2.0,36.5,3.0,28.333333333333332
Warriors,Hornets,2004-2005,1,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,2.0,25.5,2.0,33.0
Kings,Knicks,2004-2005,1,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,91.54,20.6,30.71,11.63,42.34,7.54,4.74,15.79,23.41,34.87,79.45,0.44,4.9,13.67,0.35,16.9,21.38,0.79,-1.95,,,3.0,26.0
Trail Blazers,Bobcats,2004-2005,1,90.89,21.57,28.89,12.66,41.55,7.59,5.37,14.76,19.0,35.39,78.81,0.45,4.63,13.36,0.34,15.49,21.24,0.73,-0.71,,,,,,,,,,,,,,,,,,,,2.0,38.5,,
Timberwolves,Rockets,2004-2005,0,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,89.25,18.91,32.27,10.33,42.6,6.75,5.24,16.91,21.76,33.16,75.31,0.44,6.13,17.0,0.36,16.8,21.88,0.77,0.8,2.0,40.5,1.0,44.0
Bucks,Clippers,2004-2005,1,97.28,22.67,30.39,11.67,42.06,6.86,4.64,13.75,20.52,35.95,80.84,0.45,4.85,13.98,0.35,20.52,26.59,0.77,0.15,94.61,20.07,29.46,14.1,43.55,7.28,4.63,16.45,22.18,34.33,80.31,0.43,4.01,12.47,0.32,21.95,28.01,0.79,-4.55,3.0,28.666666666666668,2.0,20.0
Celtics,Magic,2004-2005,1,94.69,20.39,29.79,10.33,40.13,9.32,4.08,16.54,22.44,34.41,77.87,0.44,6.63,19.26,0.34,19.23,25.62,0.76,-2.31,94.02,19.24,28.62,12.14,40.76,6.76,3.79,13.68,21.36,35.38,82.35,0.43,5.19,15.13,0.34,18.07,24.5,0.74,-6.88,3.0,30.666666666666668,2.0,28.5
Raptors,Wizards,2004-2005,1,85.33,19.17,29.48,10.13,39.61,7.4,4.92,14.19,21.34,32.35,77.46,0.42,5.58,15.71,0.35,15.05,20.07,0.75,-2.92,91.74,18.79,29.2,13.57,42.77,8.95,5.0,17.58,20.95,33.58,79.76,0.42,5.27,15.39,0.33,19.26,27.01,0.72,-4.73,2.0,28.0,2.0,24.0
76ers,Hawks,2004-2005,1,87.88,19.84,29.41,11.47,40.88,7.96,4.35,15.88,20.86,32.63,76.37,0.43,4.1,12.04,0.33,18.53,24.55,0.75,-2.54,92.66,20.07,30.64,12.11,42.75,7.63,4.94,16.33,22.33,34.42,79.63,0.43,5.08,15.13,0.32,18.73,24.14,0.77,-4.41,1.0,50.0,2.0,29.0
Pacers,Mavericks,2004-2005,1,90.47,20.92,30.03,11.6,41.63,8.84,5.2,14.22,21.22,32.97,76.53,0.43,5.53,15.92,0.34,18.67,24.69,0.75,6.09,104.58,23.66,31.01,14.64,45.65,8.09,5.38,12.39,20.01,40.3,88.43,0.46,6.01,17.49,0.34,17.97,22.8,0.79,4.22,1.0,49.0,2.0,43.0
Lakers,Spurs,2004-2005,0,96.07,23.52,30.73,11.78,42.51,8.11,4.54,13.64,21.49,36.11,79.95,0.45,4.56,13.99,0.32,19.3,28.52,0.68,3.51,91.24,20.33,32.24,12.55,44.79,8.02,6.29,14.74,20.6,34.53,78.22,0.44,5.18,14.45,0.36,16.99,25.09,0.68,6.77,2.0,28.0,1.0,28.0
Heat,Cavaliers,2004-2005,1,89.39,18.67,30.09,11.55,41.65,7.29,3.88,13.97,22.49,32.89,77.89,0.42,5.57,16.04,0.35,18.04,23.77,0.76,1.02,92.88,22.07,32.1,13.55,45.64,7.19,6.57,14.94,21.45,35.62,82.18,0.44,3.02,9.57,0.32,18.62,24.85,0.75,-2.48,2.0,19.0,2.0,16.0
Grizzlies,Clippers,2004-2005,0,96.2,22.97,28.91,12.63,41.54,9.78,6.8,15.03,23.43,35.93,80.78,0.45,5.36,15.86,0.34,18.98,26.1,0.73,1.78,94.61,20.07,29.46,14.1,43.55,7.28,4.63,16.45,22.18,34.33,80.31,0.43,4.01,12.47,0.32,21.95,28.01,0.79,-4.55,2.0,20.0,2.0,20.0
Warriors,Kings,2004-2005,0,93.28,20.5,30.89,12.22,43.11,7.02,4.74,14.72,20.62,35.06,79.4,0.44,5.23,15.65,0.33,17.93,24.73,0.72,-0.73,101.85,25.74,30.74,10.81,41.55,8.8,3.95,13.98,19.56,37.48,81.91,0.46,7.11,17.98,0.39,19.78,24.98,0.79,4.54,2.0,25.5,,
Trail Blazers,Nuggets,2004-2005,1,90.89,21.57,28.89,12.66,41.55,7.59,5.37,14.76,19.0,35.39,78.81,0.45,4.63,13.36,0.34,15.49,21.24,0.73,-0.71,96.84,21.79,29.09,13.28,42.37,9.01,6.14,15.43,22.13,36.54,82.75,0.44,4.06,12.07,0.34,19.7,25.78,0.76,0.78,2.0,38.5,2.0,24.5
Hornets,Mavericks,2004-2005,0,91.09,20.87,29.51,13.2,42.71,8.43,4.24,15.27,20.91,33.51,80.14,0.42,6.43,20.07,0.32,17.63,23.44,0.75,0.0,104.58,23.66,31.01,14.64,45.65,8.09,5.38,12.39,20.01,40.3,88.43,0.46,6.01,17.49,0.34,17.97,22.8,0.79,4.22,2.0,33.0,2.0,43.0
Timberwolves,Suns,2004-2005,0,94.06,22.37,32.27,10.49,42.76,6.8,5.55,13.19,21.68,36.44,79.58,0.46,4.32,11.71,0.37,16.88,21.62,0.78,4.49,94.0,19.31,29.34,11.3,40.64,8.94,4.72,15.24,22.8,35.95,81.31,0.44,5.02,14.66,0.34,17.07,22.86,0.74,-3.52,2.0,40.5,1.0,17.0
